#{"t_start": 1686708366.8740764, "env_id": null}
r,l,t
-0.9,1,61.105361
0.1,1,61.741685
0.1,1,62.390987
0.1,1,63.027507
0.0,1,63.656741
0.0,1,64.285679
0.1,1,64.92994
0.0,1,65.540335
0.0,1,66.165147
0.0,1,66.775867
0.1,1,67.397508
0.1,1,68.052297
0.1,1,68.703307
0.0,1,69.329105
0.0,1,69.939049
0.0,1,70.674943
0.0,1,71.341922
0.0,1,71.992224
0.0,1,72.625752
0.1,1,73.269237
0.1,1,73.889528
0.1,1,74.585902
0.1,1,75.251327
0.1,1,75.860176
0.1,1,76.56135
0.1,1,77.199583
0.1,1,77.858139
0.1,1,78.504132
0.1,1,79.136033
0.1,1,79.816585
0.1,1,80.449053
0.1,1,81.063395
0.1,1,81.69638
0.1,1,82.328436
0.1,1,82.974437
0.1,1,83.620917
0.1,1,84.265778
0.1,1,84.904428
0.1,1,85.51541
0.1,1,86.134419
0.1,1,86.773916
0.1,1,87.378968
0.1,1,88.013224
0.1,1,88.624383
0.1,1,89.271009
0.1,1,89.873925
0.1,1,90.606375
0.1,1,91.310702
0.1,1,92.035765
0.1,1,92.685981
0.1,1,93.374858
0.1,1,94.066694
0.1,1,94.742425
0.1,1,95.431199
0.1,1,96.138186
0.1,1,96.875579
0.1,1,97.562469
0.0,1,98.246267
0.1,1,98.916016
0.1,1,99.654173
0.1,1,100.366649
0.1,1,101.081213
0.1,1,101.817377
0.0,1,102.528036
0.0,1,103.200088
0.0,1,103.895814
0.0,1,104.572084
0.0,1,105.242845
0.0,1,105.931998
0.0,1,106.694741
0.0,1,107.425121
0.0,1,108.12641
0.0,1,108.825665
0.0,1,109.563439
0.0,1,110.253724
0.0,1,110.945764
0.0,1,111.658716
0.0,1,112.359742
0.0,1,113.050077
0.0,1,113.749449
0.0,1,114.397561
0.0,1,115.102947
0.0,1,115.796638
0.0,1,116.493271
0.0,1,117.173758
0.0,1,117.846002
0.0,1,118.525827
0.0,1,119.209825
0.0,1,119.893208
0.0,1,120.588761
0.0,1,121.286562
0.0,1,122.010922
0.0,1,122.653076
0.0,1,123.33405
0.0,1,124.013708
0.0,1,124.709394
0.0,1,125.360925
0.0,1,126.039612
0.0,1,126.702566
0.0,1,127.423803
0.0,1,128.114218
0.0,1,128.877622
0.0,1,129.560711
0.0,1,130.226325
0.0,1,130.918329
0.0,1,131.764225
0.0,1,132.449689
0.0,1,133.148679
0.0,1,133.858725
0.0,1,134.561767
0.0,1,135.271828
0.1,1,136.031494
0.0,1,136.737717
0.0,1,137.409106
0.0,1,138.090063
0.0,1,138.775554
0.0,1,139.453812
0.0,1,140.126844
0.0,1,140.785664
0.0,1,141.45217
0.0,1,142.115079
0.0,1,142.789928
0.0,1,143.431135
0.0,1,144.107051
0.0,1,144.785778
0.0,1,145.441635
0.0,1,146.144152
0.0,1,146.800812
0.0,1,147.457803
0.0,1,148.165069
0.0,1,148.883464
0.0,1,149.573214
1.8,9,155.437
0.0,1,156.113265
0.0,1,156.792973
0.0,1,157.454737
0.0,1,158.165884
0.0,1,158.90789
0.0,1,159.600018
0.0,1,160.308665
0.0,1,160.975368
0.1,1,161.650176
0.0,1,162.36133
0.0,1,163.087265
12.8,19,175.60463
0.0,1,176.295778
0.0,1,176.962554
0.0,1,177.632731
0.0,1,178.29654
0.0,1,178.99532
0.0,1,179.751058
0.0,1,180.455045
0.0,1,181.153067
0.0,1,181.846835
0.0,1,182.545078
0.1,1,183.253067
0.0,1,183.970063
0.0,1,184.665821
0.0,1,185.334378
